review_id,product,review_text,rating,date
447,Gaming Mouse,Not worth the money.,2,2025-04-21
448,Smart Watch,Not worth the money.,2,2025-04-21
449,Smart Watch,Stopped working after a few uses.,1,2025-04-21
450,Phone Case,Excellent product! Very satisfied.,5,2025-04-21
451,Keyboard,Not worth the money.,1,2025-04-21
452,Gaming Mouse,Not worth the money.,1,2025-04-21
453,Tablet,Stopped working after a few uses.,2,2025-04-21
454,Tablet,Excellent product! Very satisfied.,5,2025-04-21
455,Tablet,Sound quality is amazing and very durable.,5,2025-04-21
456,Wireless Earbuds,Great value for the price.,5,2025-04-21
457,Tablet,Would not recommend to anyone.,1,2025-04-21
458,Smart Watch,Not worth the money.,2,2025-04-21
459,Gaming Mouse,"Very disappointed, poor quality.",1,2025-04-21
460,Keyboard,Super convenient and reliable.,4,2025-04-21
461,Gaming Mouse,"Terrible experience, broke in a week.",2,2025-04-21
462,Tablet,Would not recommend to anyone.,3,2025-04-21
463,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
464,Gaming Mouse,Would not recommend to anyone.,2,2025-04-21
465,Phone Case,Super convenient and reliable.,5,2025-04-21
466,Wireless Earbuds,Excellent product! Very satisfied.,4,2025-04-21
467,Gaming Mouse,Would not recommend to anyone.,2,2025-04-21
468,Phone Case,Great value for the price.,5,2025-04-21
469,Phone Case,Would not recommend to anyone.,3,2025-04-21
470,Bluetooth Speaker,Would not recommend to anyone.,3,2025-04-21
471,Tablet,Stopped working after a few uses.,1,2025-04-21
472,Gaming Mouse,"Terrible experience, broke in a week.",2,2025-04-21
473,Bluetooth Speaker,Super convenient and reliable.,5,2025-04-21
474,Bluetooth Speaker,Excellent product! Very satisfied.,5,2025-04-21
475,Phone Case,Not worth the money.,3,2025-04-21
476,Laptop Stand,Super convenient and reliable.,4,2025-04-21
477,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
478,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
479,Keyboard,"Terrible experience, broke in a week.",3,2025-04-21
480,Phone Case,Super convenient and reliable.,5,2025-04-21
481,Tablet,"Very disappointed, poor quality.",1,2025-04-21
482,Tablet,Would not recommend to anyone.,2,2025-04-21
483,Bluetooth Speaker,Not worth the money.,1,2025-04-21
484,Bluetooth Speaker,Not worth the money.,2,2025-04-21
485,Bluetooth Speaker,"Absolutely love it, would buy again.",5,2025-04-21
486,Tablet,Would not recommend to anyone.,3,2025-04-21
487,Bluetooth Speaker,"Terrible experience, broke in a week.",3,2025-04-21
488,Keyboard,"Very disappointed, poor quality.",1,2025-04-21
489,Bluetooth Speaker,Great value for the price.,4,2025-04-21
490,Gaming Mouse,"Very disappointed, poor quality.",3,2025-04-21
491,Tablet,Sound quality is amazing and very durable.,5,2025-04-21
492,Bluetooth Speaker,Excellent product! Very satisfied.,4,2025-04-21
493,Laptop Stand,Super convenient and reliable.,4,2025-04-21
494,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
495,Gaming Mouse,"Terrible experience, broke in a week.",3,2025-04-21
496,Phone Case,Super convenient and reliable.,4,2025-04-21
497,Keyboard,Stopped working after a few uses.,3,2025-04-21
498,Laptop Stand,"Very disappointed, poor quality.",2,2025-04-21
499,Wireless Earbuds,Super convenient and reliable.,4,2025-04-21
500,Wireless Earbuds,"Absolutely love it, would buy again.",4,2025-04-21
501,Wireless Earbuds,Stopped working after a few uses.,1,2025-04-21
502,Bluetooth Speaker,Excellent product! Very satisfied.,5,2025-04-21
503,Smart Watch,"Very disappointed, poor quality.",2,2025-04-21
504,Tablet,Super convenient and reliable.,5,2025-04-21
505,Bluetooth Speaker,Excellent product! Very satisfied.,5,2025-04-21
506,Phone Case,"Very disappointed, poor quality.",3,2025-04-21
507,Phone Case,Great value for the price.,5,2025-04-21
508,Laptop Stand,Super convenient and reliable.,5,2025-04-21
509,Keyboard,"Terrible experience, broke in a week.",2,2025-04-21
510,Smart Watch,Sound quality is amazing and very durable.,5,2025-04-21
511,Gaming Mouse,Excellent product! Very satisfied.,5,2025-04-21
512,Keyboard,"Absolutely love it, would buy again.",5,2025-04-21
513,Gaming Mouse,Would not recommend to anyone.,3,2025-04-21
514,Wireless Earbuds,"Very disappointed, poor quality.",3,2025-04-21
515,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
516,Bluetooth Speaker,"Absolutely love it, would buy again.",5,2025-04-21
517,Smart Watch,"Very disappointed, poor quality.",3,2025-04-21
518,Laptop Stand,Sound quality is amazing and very durable.,5,2025-04-21
519,Phone Case,Would not recommend to anyone.,2,2025-04-21
520,Keyboard,Would not recommend to anyone.,3,2025-04-21
521,Laptop Stand,Super convenient and reliable.,4,2025-04-21
522,Tablet,"Terrible experience, broke in a week.",3,2025-04-21
523,Smart Watch,Super convenient and reliable.,4,2025-04-21
524,Phone Case,Great value for the price.,5,2025-04-21
525,Smart Watch,Super convenient and reliable.,5,2025-04-21
526,Smart Watch,"Terrible experience, broke in a week.",2,2025-04-21
527,Phone Case,Stopped working after a few uses.,3,2025-04-21
528,Wireless Earbuds,"Very disappointed, poor quality.",3,2025-04-21
529,Wireless Earbuds,"Very disappointed, poor quality.",1,2025-04-21
530,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
531,Gaming Mouse,Super convenient and reliable.,4,2025-04-21
532,Smart Watch,"Terrible experience, broke in a week.",2,2025-04-21
533,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
534,Gaming Mouse,Stopped working after a few uses.,2,2025-04-21
535,Keyboard,Super convenient and reliable.,4,2025-04-21
536,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
537,Phone Case,Excellent product! Very satisfied.,4,2025-04-21
538,Bluetooth Speaker,Would not recommend to anyone.,2,2025-04-21
539,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
540,Gaming Mouse,Great value for the price.,4,2025-04-21
541,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
542,Laptop Stand,Excellent product! Very satisfied.,4,2025-04-21
543,Wireless Earbuds,Would not recommend to anyone.,3,2025-04-21
544,Wireless Earbuds,Excellent product! Very satisfied.,5,2025-04-21
545,Tablet,Super convenient and reliable.,4,2025-04-21
546,Wireless Earbuds,Super convenient and reliable.,5,2025-04-21
547,Laptop Stand,Would not recommend to anyone.,3,2025-04-21
548,Gaming Mouse,Great value for the price.,4,2025-04-21
549,Laptop Stand,"Very disappointed, poor quality.",2,2025-04-21
550,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
551,Wireless Earbuds,Stopped working after a few uses.,3,2025-04-21
552,Gaming Mouse,Stopped working after a few uses.,1,2025-04-21
553,Bluetooth Speaker,Not worth the money.,3,2025-04-21
554,Tablet,Sound quality is amazing and very durable.,5,2025-04-21
555,Phone Case,"Terrible experience, broke in a week.",3,2025-04-21
556,Keyboard,Would not recommend to anyone.,3,2025-04-21
557,Phone Case,Not worth the money.,2,2025-04-21
558,Laptop Stand,"Terrible experience, broke in a week.",2,2025-04-21
559,Gaming Mouse,Super convenient and reliable.,4,2025-04-21
560,Wireless Earbuds,Stopped working after a few uses.,3,2025-04-21
561,Wireless Earbuds,Sound quality is amazing and very durable.,4,2025-04-21
562,Tablet,Great value for the price.,5,2025-04-21
563,Wireless Earbuds,Sound quality is amazing and very durable.,4,2025-04-21
564,Tablet,Super convenient and reliable.,4,2025-04-21
565,Keyboard,Super convenient and reliable.,5,2025-04-21
566,Bluetooth Speaker,Stopped working after a few uses.,3,2025-04-21
567,Gaming Mouse,"Very disappointed, poor quality.",2,2025-04-21
568,Tablet,"Terrible experience, broke in a week.",3,2025-04-21
569,Tablet,Not worth the money.,2,2025-04-21
570,Gaming Mouse,"Terrible experience, broke in a week.",3,2025-04-21
571,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
572,Keyboard,Not worth the money.,1,2025-04-21
573,Gaming Mouse,"Absolutely love it, would buy again.",4,2025-04-21
574,Tablet,"Very disappointed, poor quality.",2,2025-04-21
575,Tablet,Not worth the money.,3,2025-04-21
576,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
577,Phone Case,Super convenient and reliable.,4,2025-04-21
578,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
579,Phone Case,Excellent product! Very satisfied.,4,2025-04-21
580,Wireless Earbuds,Super convenient and reliable.,5,2025-04-21
581,Gaming Mouse,Super convenient and reliable.,5,2025-04-21
582,Tablet,Excellent product! Very satisfied.,5,2025-04-21
583,Wireless Earbuds,Super convenient and reliable.,5,2025-04-21
584,Bluetooth Speaker,Super convenient and reliable.,5,2025-04-21
585,Phone Case,Excellent product! Very satisfied.,4,2025-04-21
586,Laptop Stand,Super convenient and reliable.,5,2025-04-21
587,Gaming Mouse,Stopped working after a few uses.,1,2025-04-21
588,Gaming Mouse,Stopped working after a few uses.,3,2025-04-21
589,Laptop Stand,Great value for the price.,4,2025-04-21
590,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
591,Keyboard,"Terrible experience, broke in a week.",3,2025-04-21
592,Wireless Earbuds,Excellent product! Very satisfied.,5,2025-04-21
593,Keyboard,Would not recommend to anyone.,1,2025-04-21
594,Wireless Earbuds,Sound quality is amazing and very durable.,5,2025-04-21
595,Bluetooth Speaker,Excellent product! Very satisfied.,5,2025-04-21
596,Wireless Earbuds,Great value for the price.,4,2025-04-21
597,Laptop Stand,"Absolutely love it, would buy again.",4,2025-04-21
598,Bluetooth Speaker,Super convenient and reliable.,4,2025-04-21
599,Keyboard,Stopped working after a few uses.,3,2025-04-21
600,Phone Case,Super convenient and reliable.,5,2025-04-21
601,Wireless Earbuds,"Absolutely love it, would buy again.",4,2025-04-21
602,Smart Watch,Would not recommend to anyone.,3,2025-04-21
603,Keyboard,"Terrible experience, broke in a week.",3,2025-04-21
604,Bluetooth Speaker,Stopped working after a few uses.,1,2025-04-21
605,Gaming Mouse,Stopped working after a few uses.,1,2025-04-21
606,Keyboard,Super convenient and reliable.,5,2025-04-21
607,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
608,Phone Case,Not worth the money.,3,2025-04-21
609,Keyboard,"Very disappointed, poor quality.",1,2025-04-21
610,Smart Watch,Great value for the price.,5,2025-04-21
611,Gaming Mouse,"Terrible experience, broke in a week.",1,2025-04-21
612,Smart Watch,"Absolutely love it, would buy again.",5,2025-04-21
613,Keyboard,Excellent product! Very satisfied.,4,2025-04-21
614,Gaming Mouse,Super convenient and reliable.,5,2025-04-21
615,Keyboard,Great value for the price.,5,2025-04-21
616,Keyboard,Super convenient and reliable.,4,2025-04-21
617,Phone Case,Not worth the money.,1,2025-04-21
618,Bluetooth Speaker,"Very disappointed, poor quality.",2,2025-04-21
619,Phone Case,Sound quality is amazing and very durable.,5,2025-04-21
620,Bluetooth Speaker,"Very disappointed, poor quality.",2,2025-04-21
621,Smart Watch,"Very disappointed, poor quality.",1,2025-04-21
622,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
623,Phone Case,"Terrible experience, broke in a week.",2,2025-04-21
624,Gaming Mouse,"Very disappointed, poor quality.",2,2025-04-21
625,Gaming Mouse,Would not recommend to anyone.,1,2025-04-21
626,Bluetooth Speaker,Would not recommend to anyone.,3,2025-04-21
627,Laptop Stand,"Very disappointed, poor quality.",1,2025-04-21
628,Keyboard,"Very disappointed, poor quality.",3,2025-04-21
629,Tablet,Great value for the price.,5,2025-04-21
630,Bluetooth Speaker,"Very disappointed, poor quality.",1,2025-04-21
631,Laptop Stand,Super convenient and reliable.,4,2025-04-21
632,Tablet,"Absolutely love it, would buy again.",5,2025-04-21
633,Smart Watch,Stopped working after a few uses.,1,2025-04-21
634,Bluetooth Speaker,Great value for the price.,4,2025-04-21
635,Keyboard,"Terrible experience, broke in a week.",2,2025-04-21
636,Tablet,Would not recommend to anyone.,3,2025-04-21
637,Keyboard,Great value for the price.,4,2025-04-21
638,Smart Watch,Great value for the price.,4,2025-04-21
639,Wireless Earbuds,"Very disappointed, poor quality.",2,2025-04-21
640,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
641,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
642,Keyboard,Would not recommend to anyone.,3,2025-04-21
643,Phone Case,"Terrible experience, broke in a week.",2,2025-04-21
644,Smart Watch,Stopped working after a few uses.,1,2025-04-21
645,Smart Watch,Great value for the price.,5,2025-04-21
646,Gaming Mouse,Not worth the money.,3,2025-04-21
647,Tablet,Stopped working after a few uses.,1,2025-04-21
648,Tablet,"Very disappointed, poor quality.",1,2025-04-21
649,Bluetooth Speaker,Excellent product! Very satisfied.,4,2025-04-21
650,Gaming Mouse,Sound quality is amazing and very durable.,4,2025-04-21
651,Phone Case,Great value for the price.,5,2025-04-21
652,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
653,Phone Case,Stopped working after a few uses.,1,2025-04-21
654,Laptop Stand,Would not recommend to anyone.,2,2025-04-21
655,Keyboard,Sound quality is amazing and very durable.,4,2025-04-21
656,Bluetooth Speaker,Super convenient and reliable.,4,2025-04-21
657,Phone Case,"Very disappointed, poor quality.",1,2025-04-21
658,Tablet,Great value for the price.,5,2025-04-21
659,Gaming Mouse,Would not recommend to anyone.,2,2025-04-21
660,Smart Watch,"Very disappointed, poor quality.",2,2025-04-21
661,Phone Case,Would not recommend to anyone.,3,2025-04-21
662,Smart Watch,Great value for the price.,4,2025-04-21
663,Laptop Stand,"Terrible experience, broke in a week.",1,2025-04-21
664,Gaming Mouse,Super convenient and reliable.,5,2025-04-21
665,Keyboard,Super convenient and reliable.,5,2025-04-21
666,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
667,Phone Case,"Very disappointed, poor quality.",1,2025-04-21
668,Phone Case,Stopped working after a few uses.,3,2025-04-21
669,Wireless Earbuds,"Terrible experience, broke in a week.",2,2025-04-21
670,Phone Case,"Absolutely love it, would buy again.",5,2025-04-21
671,Keyboard,Stopped working after a few uses.,3,2025-04-21
672,Tablet,Not worth the money.,1,2025-04-21
673,Wireless Earbuds,Great value for the price.,4,2025-04-21
674,Bluetooth Speaker,Super convenient and reliable.,5,2025-04-21
675,Phone Case,Would not recommend to anyone.,3,2025-04-21
676,Tablet,Super convenient and reliable.,4,2025-04-21
677,Bluetooth Speaker,Would not recommend to anyone.,1,2025-04-21
678,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
679,Laptop Stand,"Terrible experience, broke in a week.",2,2025-04-21
680,Bluetooth Speaker,"Terrible experience, broke in a week.",2,2025-04-21
681,Smart Watch,Sound quality is amazing and very durable.,5,2025-04-21
682,Keyboard,Super convenient and reliable.,4,2025-04-21
683,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
684,Bluetooth Speaker,Great value for the price.,5,2025-04-21
685,Bluetooth Speaker,Would not recommend to anyone.,3,2025-04-21
686,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
687,Bluetooth Speaker,Sound quality is amazing and very durable.,4,2025-04-21
688,Phone Case,Not worth the money.,3,2025-04-21
689,Keyboard,Not worth the money.,3,2025-04-21
690,Bluetooth Speaker,Stopped working after a few uses.,2,2025-04-21
691,Smart Watch,"Absolutely love it, would buy again.",5,2025-04-21
692,Gaming Mouse,Stopped working after a few uses.,2,2025-04-21
693,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
694,Smart Watch,Not worth the money.,2,2025-04-21
695,Laptop Stand,"Very disappointed, poor quality.",2,2025-04-21
696,Bluetooth Speaker,Would not recommend to anyone.,3,2025-04-21
697,Phone Case,"Very disappointed, poor quality.",3,2025-04-21
698,Wireless Earbuds,Excellent product! Very satisfied.,5,2025-04-21
699,Wireless Earbuds,Sound quality is amazing and very durable.,5,2025-04-21
700,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
701,Phone Case,Not worth the money.,2,2025-04-21
702,Smart Watch,"Very disappointed, poor quality.",1,2025-04-21
703,Gaming Mouse,Excellent product! Very satisfied.,5,2025-04-21
704,Bluetooth Speaker,"Absolutely love it, would buy again.",4,2025-04-21
705,Smart Watch,Sound quality is amazing and very durable.,5,2025-04-21
706,Smart Watch,Super convenient and reliable.,4,2025-04-21
707,Tablet,Excellent product! Very satisfied.,5,2025-04-21
708,Smart Watch,Not worth the money.,2,2025-04-21
709,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
710,Smart Watch,Great value for the price.,5,2025-04-21
711,Bluetooth Speaker,"Absolutely love it, would buy again.",4,2025-04-21
712,Phone Case,Super convenient and reliable.,4,2025-04-21
713,Phone Case,"Very disappointed, poor quality.",3,2025-04-21
714,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
715,Laptop Stand,Excellent product! Very satisfied.,4,2025-04-21
716,Smart Watch,"Very disappointed, poor quality.",2,2025-04-21
717,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
718,Smart Watch,Super convenient and reliable.,5,2025-04-21
719,Wireless Earbuds,Not worth the money.,3,2025-04-21
720,Laptop Stand,"Very disappointed, poor quality.",3,2025-04-21
721,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
722,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
723,Wireless Earbuds,"Very disappointed, poor quality.",1,2025-04-21
724,Keyboard,"Very disappointed, poor quality.",3,2025-04-21
725,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
726,Smart Watch,Great value for the price.,4,2025-04-21
727,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
728,Keyboard,Stopped working after a few uses.,1,2025-04-21
729,Phone Case,"Terrible experience, broke in a week.",2,2025-04-21
730,Smart Watch,Sound quality is amazing and very durable.,5,2025-04-21
731,Keyboard,Great value for the price.,5,2025-04-21
732,Laptop Stand,Sound quality is amazing and very durable.,4,2025-04-21
733,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
734,Bluetooth Speaker,Excellent product! Very satisfied.,4,2025-04-21
735,Phone Case,Sound quality is amazing and very durable.,5,2025-04-21
736,Gaming Mouse,Not worth the money.,2,2025-04-21
737,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
738,Gaming Mouse,"Very disappointed, poor quality.",3,2025-04-21
739,Smart Watch,Would not recommend to anyone.,3,2025-04-21
740,Smart Watch,Stopped working after a few uses.,3,2025-04-21
741,Gaming Mouse,"Absolutely love it, would buy again.",4,2025-04-21
742,Gaming Mouse,Great value for the price.,4,2025-04-21
743,Smart Watch,Super convenient and reliable.,4,2025-04-21
744,Wireless Earbuds,Sound quality is amazing and very durable.,4,2025-04-21
745,Tablet,Stopped working after a few uses.,1,2025-04-21
746,Phone Case,Super convenient and reliable.,5,2025-04-21
747,Laptop Stand,Not worth the money.,2,2025-04-21
748,Gaming Mouse,"Terrible experience, broke in a week.",3,2025-04-21
749,Gaming Mouse,Super convenient and reliable.,4,2025-04-21
750,Phone Case,Super convenient and reliable.,4,2025-04-21
751,Keyboard,"Absolutely love it, would buy again.",5,2025-04-21
752,Bluetooth Speaker,"Terrible experience, broke in a week.",3,2025-04-21
753,Tablet,Great value for the price.,4,2025-04-21
754,Bluetooth Speaker,Would not recommend to anyone.,1,2025-04-21
755,Tablet,Would not recommend to anyone.,2,2025-04-21
756,Laptop Stand,Sound quality is amazing and very durable.,4,2025-04-21
757,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
758,Wireless Earbuds,"Terrible experience, broke in a week.",3,2025-04-21
759,Keyboard,"Terrible experience, broke in a week.",1,2025-04-21
760,Laptop Stand,Stopped working after a few uses.,1,2025-04-21
761,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
762,Laptop Stand,"Very disappointed, poor quality.",2,2025-04-21
763,Smart Watch,Super convenient and reliable.,4,2025-04-21
764,Keyboard,Super convenient and reliable.,4,2025-04-21
765,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
766,Bluetooth Speaker,Stopped working after a few uses.,3,2025-04-21
767,Gaming Mouse,Stopped working after a few uses.,2,2025-04-21
768,Laptop Stand,Sound quality is amazing and very durable.,4,2025-04-21
769,Smart Watch,Excellent product! Very satisfied.,4,2025-04-21
770,Tablet,"Very disappointed, poor quality.",2,2025-04-21
771,Smart Watch,Not worth the money.,2,2025-04-21
772,Bluetooth Speaker,"Very disappointed, poor quality.",1,2025-04-21
773,Smart Watch,Great value for the price.,4,2025-04-21
774,Laptop Stand,Not worth the money.,1,2025-04-21
775,Laptop Stand,Stopped working after a few uses.,3,2025-04-21
776,Wireless Earbuds,"Very disappointed, poor quality.",1,2025-04-21
777,Wireless Earbuds,Stopped working after a few uses.,3,2025-04-21
778,Laptop Stand,"Absolutely love it, would buy again.",4,2025-04-21
779,Phone Case,Excellent product! Very satisfied.,4,2025-04-21
780,Laptop Stand,Sound quality is amazing and very durable.,5,2025-04-21
781,Gaming Mouse,Super convenient and reliable.,5,2025-04-21
782,Smart Watch,Excellent product! Very satisfied.,4,2025-04-21
783,Tablet,Excellent product! Very satisfied.,5,2025-04-21
784,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
785,Phone Case,Stopped working after a few uses.,2,2025-04-21
786,Wireless Earbuds,Stopped working after a few uses.,1,2025-04-21
787,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
788,Bluetooth Speaker,Not worth the money.,1,2025-04-21
789,Laptop Stand,Stopped working after a few uses.,2,2025-04-21
790,Tablet,Excellent product! Very satisfied.,5,2025-04-21
791,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
792,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
793,Tablet,"Very disappointed, poor quality.",3,2025-04-21
794,Gaming Mouse,"Very disappointed, poor quality.",1,2025-04-21
795,Wireless Earbuds,Would not recommend to anyone.,1,2025-04-21
796,Wireless Earbuds,"Terrible experience, broke in a week.",2,2025-04-21
797,Gaming Mouse,Sound quality is amazing and very durable.,4,2025-04-21
798,Laptop Stand,Great value for the price.,4,2025-04-21
799,Laptop Stand,"Very disappointed, poor quality.",1,2025-04-21
800,Phone Case,Super convenient and reliable.,5,2025-04-21
801,Gaming Mouse,Great value for the price.,4,2025-04-21
802,Laptop Stand,Would not recommend to anyone.,2,2025-04-21
803,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
804,Wireless Earbuds,Super convenient and reliable.,4,2025-04-21
805,Wireless Earbuds,"Terrible experience, broke in a week.",2,2025-04-21
806,Laptop Stand,Great value for the price.,4,2025-04-21
807,Gaming Mouse,Excellent product! Very satisfied.,4,2025-04-21
808,Phone Case,Super convenient and reliable.,5,2025-04-21
809,Smart Watch,Stopped working after a few uses.,3,2025-04-21
810,Smart Watch,"Very disappointed, poor quality.",2,2025-04-21
811,Phone Case,"Absolutely love it, would buy again.",5,2025-04-21
812,Gaming Mouse,Super convenient and reliable.,5,2025-04-21
813,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
814,Bluetooth Speaker,Sound quality is amazing and very durable.,4,2025-04-21
815,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
816,Laptop Stand,"Absolutely love it, would buy again.",4,2025-04-21
817,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
818,Gaming Mouse,Excellent product! Very satisfied.,5,2025-04-21
819,Tablet,Great value for the price.,4,2025-04-21
820,Laptop Stand,Great value for the price.,5,2025-04-21
821,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
822,Tablet,Not worth the money.,2,2025-04-21
823,Tablet,"Very disappointed, poor quality.",3,2025-04-21
824,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
825,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
826,Bluetooth Speaker,Great value for the price.,5,2025-04-21
827,Smart Watch,Great value for the price.,4,2025-04-21
828,Keyboard,Excellent product! Very satisfied.,4,2025-04-21
829,Gaming Mouse,"Terrible experience, broke in a week.",2,2025-04-21
830,Phone Case,Not worth the money.,1,2025-04-21
831,Smart Watch,Not worth the money.,1,2025-04-21
832,Keyboard,"Very disappointed, poor quality.",2,2025-04-21
833,Laptop Stand,Excellent product! Very satisfied.,5,2025-04-21
834,Tablet,Excellent product! Very satisfied.,5,2025-04-21
835,Wireless Earbuds,"Terrible experience, broke in a week.",2,2025-04-21
836,Tablet,Excellent product! Very satisfied.,4,2025-04-21
837,Laptop Stand,Great value for the price.,4,2025-04-21
838,Tablet,Great value for the price.,5,2025-04-21
839,Tablet,"Very disappointed, poor quality.",1,2025-04-21
840,Keyboard,Great value for the price.,5,2025-04-21
841,Gaming Mouse,"Absolutely love it, would buy again.",4,2025-04-21
842,Bluetooth Speaker,Stopped working after a few uses.,2,2025-04-21
843,Laptop Stand,Would not recommend to anyone.,1,2025-04-21
844,Phone Case,Excellent product! Very satisfied.,5,2025-04-21
845,Keyboard,Super convenient and reliable.,4,2025-04-21
846,Keyboard,Would not recommend to anyone.,3,2025-04-21
847,Tablet,"Absolutely love it, would buy again.",5,2025-04-21
848,Smart Watch,"Terrible experience, broke in a week.",3,2025-04-21
849,Phone Case,"Absolutely love it, would buy again.",4,2025-04-21
850,Phone Case,Sound quality is amazing and very durable.,4,2025-04-21
851,Wireless Earbuds,"Terrible experience, broke in a week.",3,2025-04-21
852,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
853,Gaming Mouse,Excellent product! Very satisfied.,5,2025-04-21
854,Keyboard,"Very disappointed, poor quality.",3,2025-04-21
855,Tablet,Super convenient and reliable.,5,2025-04-21
856,Smart Watch,Not worth the money.,1,2025-04-21
857,Smart Watch,Super convenient and reliable.,4,2025-04-21
858,Bluetooth Speaker,Stopped working after a few uses.,2,2025-04-21
859,Keyboard,Would not recommend to anyone.,3,2025-04-21
860,Tablet,Sound quality is amazing and very durable.,5,2025-04-21
861,Keyboard,Super convenient and reliable.,5,2025-04-21
862,Wireless Earbuds,"Very disappointed, poor quality.",3,2025-04-21
863,Laptop Stand,"Absolutely love it, would buy again.",5,2025-04-21
864,Gaming Mouse,Great value for the price.,5,2025-04-21
865,Bluetooth Speaker,Stopped working after a few uses.,3,2025-04-21
866,Smart Watch,Sound quality is amazing and very durable.,5,2025-04-21
867,Tablet,"Very disappointed, poor quality.",3,2025-04-21
868,Keyboard,Sound quality is amazing and very durable.,5,2025-04-21
869,Laptop Stand,Stopped working after a few uses.,3,2025-04-21
870,Gaming Mouse,Super convenient and reliable.,4,2025-04-21
871,Smart Watch,Would not recommend to anyone.,2,2025-04-21
872,Phone Case,Sound quality is amazing and very durable.,4,2025-04-21
873,Laptop Stand,Sound quality is amazing and very durable.,4,2025-04-21
874,Tablet,Great value for the price.,4,2025-04-21
875,Bluetooth Speaker,Stopped working after a few uses.,3,2025-04-21
876,Keyboard,Excellent product! Very satisfied.,4,2025-04-21
877,Gaming Mouse,Would not recommend to anyone.,2,2025-04-21
878,Phone Case,Would not recommend to anyone.,3,2025-04-21
879,Gaming Mouse,Not worth the money.,2,2025-04-21
880,Smart Watch,"Terrible experience, broke in a week.",2,2025-04-21
881,Wireless Earbuds,Super convenient and reliable.,4,2025-04-21
882,Laptop Stand,Sound quality is amazing and very durable.,5,2025-04-21
883,Keyboard,Excellent product! Very satisfied.,5,2025-04-21
884,Phone Case,Super convenient and reliable.,4,2025-04-21
885,Laptop Stand,Would not recommend to anyone.,2,2025-04-21
886,Bluetooth Speaker,Stopped working after a few uses.,2,2025-04-21
887,Tablet,Not worth the money.,2,2025-04-21
888,Bluetooth Speaker,Would not recommend to anyone.,1,2025-04-21
889,Wireless Earbuds,Would not recommend to anyone.,3,2025-04-21
890,Bluetooth Speaker,"Terrible experience, broke in a week.",2,2025-04-21
891,Smart Watch,"Very disappointed, poor quality.",3,2025-04-21
892,Gaming Mouse,"Very disappointed, poor quality.",3,2025-04-21
893,Bluetooth Speaker,Sound quality is amazing and very durable.,4,2025-04-21
894,Wireless Earbuds,"Very disappointed, poor quality.",3,2025-04-21
